state,county,stname,ctyname,year,popestimate,popest_male,popest_fem,under5_tot,under5_male,under5_fem,age513_tot,age513_male,age513_fem,age1417_tot,age1417_male,age1417_fem,age1824_tot,age1824_male,age1824_fem,age2544_tot,age2544_male,age2544_fem,age4564_tot,age4564_male,age4564_fem,age65plus_tot,age65plus_male,age65plus_fem,median_age_tot,median_age_male,median_age_fem
16,19,Idaho,Bonneville County,2019,119062,59452,59610,9937,5123,4814,18413,9358,9055,7767,3941,3826,10060,5125,4935,32156,16173,15983,24617,12305,12312,16112,7427,8685,33,32.400002,33.599998
16,21,Idaho,Boundary County,2010c,10972,5549,5423,687,352,335,1419,730,689,706,366,340,631,337,294,2325,1158,1167,3372,1670,1702,1832,936,896,42.799999,42.400002,43.200001
16,21,Idaho,Boundary County,2010b,10972,5549,5423,687,352,335,1419,730,689,706,366,340,631,337,294,2325,1158,1167,3372,1670,1702,1832,936,896,42.799999,42.400002,43.200001
16,21,Idaho,Boundary County,2010,10999,5563,5436,682,348,334,1430,737,693,698,361,337,653,345,308,2325,1160,1165,3373,1668,1705,1838,944,894,42.700001,42.299999,43
16,21,Idaho,Boundary County,2011,10823,5476,5347,619,328,291,1375,701,674,669,345,324,677,367,310,2264,1124,1140,3299,1637,1662,1920,974,946,43.400002,43,43.799999
16,21,Idaho,Boundary County,2012,10817,5470,5347,599,323,276,1349,687,662,659,349,310,689,374,315,2257,1113,1144,3238,1602,1636,2026,1022,1004,43.900002,43.099998,44.5
16,21,Idaho,Boundary County,2013,10853,5502,5351,595,319,276,1309,655,654,672,360,312,706,404,302,2224,1100,1124,3212,1581,1631,2135,1083,1052,44.400002,43.5,45.099998
16,21,Idaho,Boundary County,2014,10956,5529,5427,603,317,286,1245,629,616,683,357,326,776,428,348,2204,1103,1101,3233,1572,1661,2212,1123,1089,44.700001,43.900002,45.5
16,21,Idaho,Boundary County,2015,11299,5700,5599,687,356,331,1260,646,614,720,366,354,798,438,360,2276,1143,1133,3264,1587,1677,2294,1164,1130,44.299999,43.200001,45.099998
16,21,Idaho,Boundary County,2016,11701,5874,5827,777,407,370,1310,668,642,685,340,345,866,464,402,2379,1186,1193,3292,1595,1697,2392,1214,1178,43.700001,43,44.5
16,21,Idaho,Boundary County,2017,11965,5997,5968,799,431,368,1349,680,669,681,335,346,893,468,425,2428,1218,1210,3301,1584,1717,2514,1281,1233,43.900002,43.099998,44.599998
16,21,Idaho,Boundary County,2018,12016,6040,5976,745,393,352,1389,713,676,657,320,337,864,451,413,2385,1211,1174,3284,1590,1694,2692,1362,1330,44.700001,43.900002,45.5
16,21,Idaho,Boundary County,2019,12245,6146,6099,789,396,393,1371,719,652,656,324,332,897,464,433,2460,1247,1213,3247,1572,1675,2825,1424,1401,44.599998,44,45.400002
16,23,Idaho,Butte County,2010c,2891,1485,1406,214,109,105,393,207,186,208,114,94,164,85,79,557,279,278,849,440,409,506,251,255,41.700001,41.200001,42.400002
16,23,Idaho,Butte County,2010b,2893,1486,1407,214,109,105,393,207,186,208,114,94,164,85,79,557,279,278,850,440,410,507,252,255,41.799999,41.299999,42.5
16,23,Idaho,Butte County,2010,2915,1496,1419,225,114,111,397,206,191,205,113,92,172,89,83,558,281,277,845,438,407,513,255,258,41.400002,40.900002,41.799999
16,23,Idaho,Butte County,2011,2833,1448,1385,184,88,96,387,197,190,206,117,89,188,101,87,513,259,254,830,426,404,525,260,265,42.700001,42.400002,42.900002
16,23,Idaho,Butte County,2012,2760,1406,1354,178,88,90,364,184,180,178,104,74,192,95,97,510,258,252,789,393,396,549,284,265,43.200001,42.700001,43.599998
16,23,Idaho,Butte County,2013,2667,1372,1295,165,84,81,340,167,173,170,99,71,181,99,82,507,255,252,747,374,373,557,294,263,43.900002,43.5,44.299999
16,23,Idaho,Butte County,2014,2658,1351,1307,160,79,81,351,171,180,163,84,79,189,107,82,503,253,250,734,363,371,558,294,264,43.700001,43.799999,43.700001
16,23,Idaho,Butte County,2015,2566,1302,1264,148,77,71,338,170,168,147,72,75,184,102,82,487,246,241,692,332,360,570,303,267,44.099998,43.900002,44.400002
16,23,Idaho,Butte County,2016,2572,1314,1258,136,72,64,346,169,177,148,82,66,186,105,81,487,244,243,681,334,347,588,308,280,44.400002,44.099998,44.799999
16,23,Idaho,Butte County,2017,2585,1321,1264,127,65,62,358,188,170,144,74,70,182,98,84,495,250,245,680,333,347,599,313,286,44.5,44,45.099998
16,23,Idaho,Butte County,2018,2587,1303,1284,140,67,73,336,167,169,148,74,74,182,98,84,496,245,251,681,341,340,604,311,293,44.599998,45,44.200001
16,23,Idaho,Butte County,2019,2597,1324,1273,147,75,72,319,160,159,165,84,81,184,106,78,502,247,255,666,340,326,614,312,302,44.200001,44.200001,44.200001
16,25,Idaho,Camas County,2010c,1117,582,535,63,36,27,130,62,68,47,27,20,55,31,24,271,133,138,373,200,173,178,93,85,44.299999,45.200001,43.5
16,25,Idaho,Camas County,2010b,1117,582,535,63,36,27,130,62,68,47,27,20,55,31,24,271,133,138,373,200,173,178,93,85,44.299999,45.200001,43.5
16,25,Idaho,Camas County,2010,1116,581,535,66,35,31,130,63,67,48,28,20,50,28,22,270,132,138,367,196,171,185,99,86,44.5,45.599998,43.400002
16,25,Idaho,Camas County,2011,1115,579,536,67,32,35,137,65,72,57,31,26,39,21,18,284,140,144,348,187,161,183,103,80,42.700001,45.099998,40.900002
16,25,Idaho,Camas County,2012,1085,559,526,64,32,32,138,63,75,62,32,30,42,23,19,261,125,136,331,181,150,187,103,84,43,45.799999,41
16,25,Idaho,Camas County,2013,1043,537,506,68,35,33,126,61,65,55,26,29,38,20,18,236,108,128,327,178,149,193,109,84,44.900002,48.200001,42.299999
16,25,Idaho,Camas County,2014,1054,542,512,61,31,30,142,66,76,53,28,25,43,23,20,239,109,130,305,163,142,211,122,89,44.099998,48,41.599998
16,25,Idaho,Camas County,2015,1070,548,522,57,28,29,130,61,69,61,29,32,47,25,22,243,119,124,303,157,146,229,129,100,44.799999,47.299999,42.799999
16,25,Idaho,Camas County,2016,1082,562,520,54,28,26,148,69,79,51,24,27,53,28,25,238,124,114,303,155,148,235,134,101,44.700001,46.200001,43
16,25,Idaho,Camas County,2017,1096,557,539,47,24,23,161,71,90,48,19,29,60,33,27,225,118,107,313,161,152,242,131,111,45.599998,46.799999,43.400002
16,25,Idaho,Camas County,2018,1121,571,550,53,30,23,156,69,87,53,20,33,56,31,25,239,124,115,312,162,150,252,135,117,45.400002,46.900002,43.299999
16,25,Idaho,Camas County,2019,1106,565,541,42,26,16,150,70,80,52,18,34,59,30,29,227,120,107,306,155,151,270,146,124,47.200001,47.400002,46.799999
16,27,Idaho,Canyon County,2010c,188923,93506,95417,17143,8768,8375,30111,15415,14696,12238,6212,6026,17700,8860,8840,50585,25250,25335,40750,19876,20874,20396,9125,11271,31.6,30.9,32.299999
16,27,Idaho,Canyon County,2010b,188922,93507,95415,17147,8772,8375,30107,15413,14694,12236,6211,6025,17700,8860,8840,50586,25251,25335,40750,19875,20875,20396,9125,11271,31.6,30.9,32.299999
16,27,Idaho,Canyon County,2010,189347,93695,95652,17037,8696,8341,30139,15412,14727,12288,6256,6032,17711,8856,8855,50546,25208,25338,41019,20037,20982,20607,9230,11377,31.799999,31,32.400002
16,27,Idaho,Canyon County,2011,191354,94604,96750,16713,8482,8231,30255,15491,14764,12407,6344,6063,18063,9021,9042,50548,25082,25466,41897,20521,21376,21471,9663,11808,32.099998,31.4,32.799999
16,27,Idaho,Canyon County,2012,193734,95691,98043,16290,8287,8003,30509,15523,14986,12541,6432,6109,18277,9140,9137,50738,25129,25609,42642,20848,21794,22737,10332,12405,32.599998,31.9,33.299999
16,27,Idaho,Canyon County,2013,198590,98295,100295,16183,8283,7900,31206,15950,15256,12987,6677,6310,19019,9538,9481,51877,25677,26200,43445,21270,22175,23873,10900,12973,32.700001,31.9,33.400002
16,27,Idaho,Canyon County,2014,202440,100095,102345,16101,8250,7851,31434,16065,15369,13181,6737,6444,19504,9805,9699,52749,25983,26766,44378,21737,22641,25093,11518,13575,33,32.200001,33.700001
16,27,Idaho,Canyon County,2015,206842,102290,104552,16243,8188,8055,31647,16182,15465,13624,6920,6704,19674,10043,9631,53770,26480,27290,45520,22364,23156,26364,12113,14251,33.200001,32.400002,33.900002
16,27,Idaho,Canyon County,2016,211381,104666,106715,16286,8270,8016,32037,16348,15689,13845,7001,6844,19933,10272,9661,54904,27055,27849,46750,23036,23714,27626,12684,14942,33.400002,32.599998,34.200001
16,27,Idaho,Canyon County,2017,216858,107423,109435,16470,8366,8104,32268,16434,15834,14003,7099,6904,20482,10493,9989,56519,27985,28534,48016,23638,24378,29100,13408,15692,33.700001,32.900002,34.5
16,27,Idaho,Canyon County,2018,223236,110665,112571,16625,8429,8196,32489,16588,15901,14299,7276,7023,21146,10789,10357,58674,29156,29518,49371,24267,25104,30632,14160,16472,34,33.200001,34.700001
16,27,Idaho,Canyon County,2019,229849,114075,115774,16761,8583,8178,32830,16716,16114,14527,7417,7110,21720,11083,10637,60942,30355,30587,50856,24960,25896,32213,14961,17252,34.200001,33.400002,35
16,29,Idaho,Caribou County,2010c,6963,3509,3454,547,255,292,1024,531,493,445,244,201,441,237,204,1572,797,775,1831,947,884,1103,498,605,37.700001,36.400002,38.900002
16,29,Idaho,Caribou County,2010b,6963,3509,3454,547,255,292,1024,531,493,445,244,201,441,237,204,1572,797,775,1831,947,884,1103,498,605,37.700001,36.400002,38.900002
16,29,Idaho,Caribou County,2010,6974,3514,3460,551,260,291,1026,528,498,444,244,200,451,247,204,1571,794,777,1825,943,882,1106,498,608,37.599998,36.299999,38.900002
16,29,Idaho,Caribou County,2011,6844,3443,3401,541,271,270,994,494,500,434,224,210,446,260,186,1521,765,756,1789,926,863,1119,503,616,37.900002,36.700001,39.299999
16,29,Idaho,Caribou County,2012,6771,3423,3348,516,273,243,979,499,480,406,202,204,487,285,202,1493,759,734,1755,895,860,1135,510,625,37.900002,36.400002,40
16,29,Idaho,Caribou County,2013,6787,3435,3352,523,283,240,1026,507,519,406,205,201,505,284,221,1509,783,726,1695,864,831,1123,509,614,36.799999,36.099998,37.900002
16,29,Idaho,Caribou County,2014,6794,3443,3351,530,286,244,1009,495,514,422,230,192,488,276,212,1517,778,739,1683,850,833,1145,528,617,37.200001,36.5,38.299999
16,29,Idaho,Caribou County,2015,6733,3416,3317,491,259,232,1015,503,512,425,223,202,463,265,198,1525,788,737,1643,837,806,1171,541,630,37.599998,37.099998,38.299999
16,29,Idaho,Caribou County,2016,6867,3489,3378,492,263,229,1034,515,519,439,236,203,460,250,210,1605,842,763,1630,822,808,1207,561,646,37.599998,37.099998,38.200001
16,29,Idaho,Caribou County,2017,6973,3557,3416,517,274,243,1013,522,491,478,246,232,493,273,220,1650,869,781,1621,810,811,1201,563,638,37.299999,36.5,38.099998
16,29,Idaho,Caribou County,2018,7037,3601,3436,497,266,231,1063,557,506,470,241,229,504,279,225,1672,873,799,1602,811,791,1229,574,655,37.299999,36.299999,38.200001
16,29,Idaho,Caribou County,2019,7155,3651,3504,516,273,243,1075,553,522,485,249,236,522,291,231,1709,889,820,1607,822,785,1241,574,667,37.200001,36.299999,38
16,31,Idaho,Cassia County,2010c,22952,11612,11340,2144,1101,1043,3822,1971,1851,1621,818,803,1935,1063,872,5361,2697,2664,5115,2637,2478,2954,1325,1629,32,31,33.099998
16,31,Idaho,Cassia County,2010b,22964,11616,11348,2146,1102,1044,3826,1972,1854,1622,818,804,1935,1063,872,5365,2699,2666,5115,2637,2478,2955,1325,1630,32,31,33.099998
16,31,Idaho,Cassia County,2010,23080,11656,11424,2161,1102,1059,3863,1982,1881,1606,813,793,1978,1081,897,5373,2698,2675,5159,2659,2500,2940,1321,1619,31.9,31,32.900002
16,31,Idaho,Cassia County,2011,23106,11691,11415,2078,1061,1017,3948,2030,1918,1538,781,757,2043,1099,944,5315,2709,2606,5229,2681,2548,2955,1330,1625,32.099998,31.299999,33.099998
16,31,Idaho,Cassia County,2012,23263,11822,11441,2075,1046,1029,3955,2080,1875,1552,801,751,2117,1118,999,5364,2737,2627,5172,2665,2507,3028,1375,1653,32.099998,31.200001,32.900002
16,31,Idaho,Cassia County,2013,23344,11851,11493,2038,1020,1018,4019,2097,1922,1586,837,749,2161,1162,999,5400,2728,2672,5108,2621,2487,3032,1386,1646,31.9,31,32.799999
16,31,Idaho,Cassia County,2014,23503,11977,11526,2058,1050,1008,3979,2056,1923,1619,839,780,2135,1159,976,5502,2814,2688,5096,2616,2480,3114,1443,1671,32.099998,31.4,32.900002
16,31,Idaho,Cassia County,2015,23499,12022,11477,2037,1054,983,3923,2028,1895,1692,884,808,2150,1187,963,5514,2808,2706,5019,2593,2426,3164,1468,1696,32.200001,31.299999,33.099998
16,31,Idaho,Cassia County,2016,23479,11985,11494,1955,998,957,3945,2048,1897,1706,905,801,2131,1145,986,5525,2820,2705,4992,2579,2413,3225,1490,1735,32.400002,31.299999,33.400002
16,31,Idaho,Cassia County,2017,23650,12087,11563,1871,964,907,3931,2041,1890,1754,919,835,2099,1151,948,5676,2892,2784,5024,2572,2452,3295,1548,1747,32.700001,31.5,33.700001
16,31,Idaho,Cassia County,2018,23791,12113,11678,1881,968,913,3913,2018,1895,1760,909,851,2101,1121,980,5803,2990,2813,4961,2515,2446,3372,1592,1780,32.599998,31.4,33.700001
16,31,Idaho,Cassia County,2019,24030,12219,11811,1933,987,946,3893,1998,1895,1761,920,841,2151,1148,1003,5858,3011,2847,4961,2518,2443,3473,1637,1836,32.599998,31.4,33.900002
16,33,Idaho,Clark County,2010c,982,543,439,82,48,34,156,91,65,70,36,34,83,56,27,235,118,117,227,129,98,129,65,64,32.700001,29.9,35.299999
16,33,Idaho,Clark County,2010b,982,543,439,82,48,34,156,91,65,70,36,34,83,56,27,235,118,117,227,129,98,129,65,64,32.700001,29.9,35.299999
16,33,Idaho,Clark County,2010,980,541,439,81,48,33,158,91,67,68,35,33,85,57,28,233,119,114,226,127,99,129,64,65,32.799999,29.799999,35.400002
16,33,Idaho,Clark County,2011,954,527,427,72,41,31,157,93,64,62,31,31,85,54,31,230,118,112,212,121,91,136,69,67,33.5,30.4,36.299999
16,33,Idaho,Clark County,2012,884,470,414,61,32,29,139,74,65,56,28,28,73,42,31,210,111,99,211,115,96,134,68,66,36.799999,32.900002,37.799999
16,33,Idaho,Clark County,2013,879,461,418,52,27,25,135,66,69,58,27,31,70,41,29,217,118,99,215,116,99,132,66,66,36.900002,35.5,38
16,33,Idaho,Clark County,2014,889,471,418,58,35,23,132,65,67,68,31,37,70,33,37,213,123,90,217,117,100,131,67,64,35.200001,34.400002,36.099998
16,33,Idaho,Clark County,2015,886,473,413,55,33,22,123,61,62,66,31,35,76,40,36,221,125,96,209,111,98,136,72,64,35.099998,34.900002,35.299999
16,33,Idaho,Clark County,2016,870,462,408,48,27,21,116,62,54,64,31,33,70,33,37,221,124,97,213,113,100,138,72,66,36.5,36.200001,36.799999
16,33,Idaho,Clark County,2017,879,453,426,52,30,22,111,58,53,65,26,39,84,36,48,215,120,95,215,112,103,137,71,66,36.900002,37.599998,36.200001
16,33,Idaho,Clark County,2018,851,435,416,49,28,21,97,53,44,49,16,33,90,38,52,211,116,95,206,107,99,149,77,72,38.400002,40.400002,37.5
16,33,Idaho,Clark County,2019,845,432,413,47,23,24,87,48,39,52,18,34,81,35,46,207,111,96,207,113,94,164,84,80,39.799999,42,38.400002
16,35,Idaho,Clearwater County,2010c,8761,4739,4022,373,193,180,780,433,347,403,203,200,516,297,219,1792,1067,725,2937,1543,1394,1960,1003,957,49,47.900002,50.200001
16,35,Idaho,Clearwater County,2010b,8761,4739,4022,373,193,180,780,433,347,403,203,200,516,297,219,1792,1067,725,2937,1543,1394,1960,1003,957,49,47.900002,50.200001
16,35,Idaho,Clearwater County,2010,8727,4726,4001,369,189,180,776,431,345,397,204,193,520,297,223,1782,1062,720,2930,1543,1387,1953,1000,953,49,47.900002,50.299999
16,35,Idaho,Clearwater County,2011,8609,4660,3949,336,175,161,740,403,337,395,214,181,524,312,212,1743,1026,717,2916,1539,1377,1955,991,964,49.5,48,51
16,35,Idaho,Clearwater County,2012,8579,4637,3942,332,154,178,711,390,321,393,216,177,529,323,206,1699,1002,697,2849,1502,1347,2066,1050,1016,50.099998,48.599998,51.700001
16,35,Idaho,Clearwater County,2013,8568,4675,3893,313,142,171,695,391,304,381,212,169,541,334,207,1740,1048,692,2783,1464,1319,2115,1084,1031,50.299999,48.400002,52.200001
16,35,Idaho,Clearwater County,2014,8561,4710,3851,315,166,149,714,389,325,413,235,178,551,352,199,1665,1007,658,2722,1427,1295,2181,1134,1047,50.400002,48.200001,52.700001
16,35,Idaho,Clearwater County,2015,8554,4709,3845,316,178,138,696,370,326,396,216,180,578,364,214,1689,1031,658,2649,1390,1259,2230,1160,1070,50.400002,48.099998,52.900002
16,35,Idaho,Clearwater County,2016,8651,4793,3858,318,183,135,716,386,330,411,246,165,554,347,207,1753,1065,688,2603,1369,1234,2296,1197,1099,50.200001,47.799999,53.299999
16,35,Idaho,Clearwater County,2017,8646,4771,3875,315,187,128,681,365,316,415,247,168,526,315,211,1791,1093,698,2586,1357,1229,2332,1207,1125,50.400002,48.099998,53.700001
16,35,Idaho,Clearwater County,2018,8758,4824,3934,323,196,127,673,371,302,422,243,179,516,301,215,1825,1106,719,2608,1358,1250,2391,1249,1142,50.700001,48.5,53.900002
16,35,Idaho,Clearwater County,2019,8756,4836,3920,318,183,135,662,360,302,402,238,164,504,299,205,1862,1125,737,2557,1354,1203,2451,1277,1174,51.299999,49,54.200001
16,37,Idaho,Custer County,2010c,4368,2318,2050,219,117,102,423,226,197,216,113,103,224,129,95,922,486,436,1546,826,720,818,421,397,48,47.700001,48.200001
16,37,Idaho,Custer County,2010b,4366,2317,2049,219,117,102,423,226,197,216,113,103,224,129,95,922,486,436,1545,826,719,817,420,397,47.900002,47.700001,48.200001
16,37,Idaho,Custer County,2010,4357,2312,2045,212,112,100,420,226,194,215,112,103,227,132,95,916,485,431,1548,824,724,819,421,398,48.099998,47.799999,48.299999
16,37,Idaho,Custer County,2011,4325,2288,2037,218,107,111,407,216,191,198,103,95,233,129,104,903,486,417,1537,814,723,829,433,396,48.799999,48.700001,48.799999
16,37,Idaho,Custer County,2012,4327,2283,2044,201,115,86,406,218,188,212,107,105,249,130,119,902,486,416,1481,764,717,876,463,413,49.099998,48.700001,49.400002
16,37,Idaho,Custer County,2013,4225,2192,2033,184,98,86,410,209,201,196,95,101,251,129,122,835,441,394,1424,732,692,925,488,437,50.099998,50.299999,49.900002
16,37,Idaho,Custer County,2014,4132,2116,2016,167,74,93,366,187,179,200,104,96,245,119,126,785,398,387,1390,720,670,979,514,465,51.599998,52.200001,51
16,37,Idaho,Custer County,2015,4059,2080,1979,160,69,91,351,169,182,183,101,82,224,106,118,778,404,374,1318,677,641,1045,554,491,52.5,53.299999,51.599998
16,37,Idaho,Custer County,2016,4084,2095,1989,176,74,102,332,164,168,171,95,76,218,107,111,785,414,371,1292,645,647,1110,596,514,53.299999,53.900002,52.5
16,37,Idaho,Custer County,2017,4135,2126,2009,191,85,106,330,165,165,178,97,81,224,109,115,791,418,373,1237,620,617,1184,632,552,52.900002,53.599998,52.200001
16,37,Idaho,Custer County,2018,4250,2189,2061,197,98,99,356,181,175,180,96,84,215,114,101,812,421,391,1256,636,620,1234,643,591,52.700001,52.700001,52.799999
16,37,Idaho,Custer County,2019,4315,2205,2110,201,104,97,366,183,183,174,83,91,210,120,90,816,412,404,1250,638,612,1298,665,633,53.099998,52.900002,53.299999
16,39,Idaho,Elmore County,2010c,27038,13971,13067,2508,1344,1164,3608,1846,1762,1559,811,748,3450,1928,1522,7397,3883,3514,5800,2921,2879,2716,1238,1478,30,28.9,31.299999
16,39,Idaho,Elmore County,2010b,27040,13972,13068,2508,1344,1164,3608,1846,1762,1559,811,748,3450,1928,1522,7397,3883,3514,5802,2922,2880,2716,1238,1478,30,28.9,31.299999
16,39,Idaho,Elmore County,2010,27121,14015,13106,2498,1336,1162,3627,1856,1771,1549,804,745,3468,1936,1532,7411,3894,3517,5822,2937,2885,2746,1252,1494,30,29,31.299999
16,39,Idaho,Elmore County,2011,26221,13571,12650,2314,1243,1071,3431,1767,1664,1492,774,718,3458,1958,1500,6995,3658,3337,5742,2892,2850,2789,1279,1510,30.4,29.200001,32
16,39,Idaho,Elmore County,2012,26287,13681,12606,2304,1224,1080,3328,1713,1615,1458,744,714,3571,2098,1473,7059,3716,3343,5676,2844,2832,2891,1342,1549,30.4,29.299999,31.9
16,39,Idaho,Elmore County,2013,26267,13724,12543,2213,1175,1038,3322,1704,1618,1412,711,701,3594,2148,1446,7083,3762,3321,5657,2835,2822,2986,1389,1597,30.700001,29.4,32.299999
16,39,Idaho,Elmore County,2014,26226,13692,12534,2199,1149,1050,3349,1717,1632,1395,711,684,3504,2101,1403,7047,3747,3300,5653,2826,2827,3079,1441,1638,30.9,29.6,32.5
16,39,Idaho,Elmore County,2015,25826,13506,12320,2083,1049,1034,3250,1696,1554,1328,659,669,3344,2014,1330,6947,3739,3208,5690,2838,2852,3184,1511,1673,31.6,30.299999,33.099998
16,39,Idaho,Elmore County,2016,26137,13666,12471,2126,1045,1081,3238,1709,1529,1268,618,650,3274,1973,1301,7170,3878,3292,5740,2855,2885,3321,1588,1733,31.9,30.6,33.400002
16,39,Idaho,Elmore County,2017,26881,14041,12840,2184,1092,1092,3368,1740,1628,1324,676,648,3233,1930,1303,7462,4043,3419,5838,2899,2939,3472,1661,1811,31.9,30.5,33.400002
16,39,Idaho,Elmore County,2018,27362,14352,13010,2259,1134,1125,3338,1742,1596,1319,683,636,3310,1958,1352,7692,4184,3508,5795,2905,2890,3649,1746,1903,31.799999,30.5,33.400002
16,39,Idaho,Elmore County,2019,27511,14415,13096,2241,1125,1116,3332,1731,1601,1388,722,666,3156,1839,1317,7744,4231,3513,5770,2910,2860,3880,1857,2023,32.400002,31.4,33.900002
16,41,Idaho,Franklin County,2010c,12786,6486,6300,1219,641,578,2354,1251,1103,925,448,477,944,508,436,3009,1509,1500,2692,1365,1327,1643,764,879,31.5,30.6,32.299999
16,41,Idaho,Franklin County,2010b,12786,6486,6300,1219,641,578,2354,1251,1103,925,448,477,944,508,436,3009,1509,1500,2692,1365,1327,1643,764,879,31.5,30.6,32.299999
16,41,Idaho,Franklin County,2010,12781,6485,6296,1213,635,578,2351,1253,1098,932,456,476,953,507,446,2995,1511,1484,2703,1365,1338,1634,758,876,31.5,30.6,32.299999
16,41,Idaho,Franklin County,2011,12810,6463,6347,1174,590,584,2343,1235,1108,975,477,498,986,512,474,2966,1504,1462,2721,1369,1352,1645,776,869,31.700001,31.1,32.200001
16,41,Idaho,Franklin County,2012,12798,6477,6321,1116,557,559,2329,1242,1087,1010,507,503,976,508,468,2974,1496,1478,2706,1371,1335,1687,796,891,32.200001,31.299999,32.900002
16,41,Idaho,Franklin County,2013,12802,6471,6331,1075,516,559,2294,1239,1055,1047,531,516,992,515,477,2954,1484,1470,2737,1380,1357,1703,806,897,32.700001,31.799999,33.5
16,41,Idaho,Franklin County,2014,12910,6543,6367,1020,489,531,2309,1250,1059,1068,559,509,1042,544,498,2960,1475,1485,2768,1400,1368,1743,826,917,33.099998,32.099998,34
16,41,Idaho,Franklin County,2015,12955,6602,6353,1015,513,502,2265,1187,1078,1069,570,499,1073,579,494,2969,1482,1487,2806,1429,1377,1758,842,916,33.200001,32,34.099998
16,41,Idaho,Franklin County,2016,13320,6803,6517,1034,546,488,2293,1201,1092,1093,579,514,1137,615,522,3063,1522,1541,2888,1458,1430,1812,882,930,33.099998,31.700001,34.299999
