state,county,stname,ctyname,year,popestimate,popest_male,popest_fem,under5_tot,under5_male,under5_fem,age16plus_tot,age16plus_male,age16plus_fem,age18plus_tot,age18plus_male,age18plus_fem,age65plus_tot,age65plus_male,age65plus_fem,age85plus_tot,age85plus_male,age85plus_fem,median_age_tot,median_age_male,median_age_fem
16,25,Idaho,Camas County,2011,1115,579,536,67,32,35,884,469,415,854,451,403,183,103,80,19,11,8,42.700001,45.099998,40.900002
16,25,Idaho,Camas County,2012,1085,559,526,64,32,32,852,449,403,821,432,389,187,103,84,16,9,7,43,45.799999,41
16,25,Idaho,Camas County,2013,1043,537,506,68,35,33,818,427,391,794,415,379,193,109,84,18,13,5,44.900002,48.200001,42.299999
16,25,Idaho,Camas County,2014,1054,542,512,61,31,30,825,434,391,798,417,381,211,122,89,20,13,7,44.099998,48,41.599998
16,25,Idaho,Camas County,2015,1070,548,522,57,28,29,853,446,407,822,430,392,229,129,100,21,13,8,44.799999,47.299999,42.799999
16,25,Idaho,Camas County,2016,1082,562,520,54,28,26,851,449,402,829,441,388,235,134,101,24,12,12,44.700001,46.200001,43
16,25,Idaho,Camas County,2017,1096,557,539,47,24,23,868,456,412,840,443,397,242,131,111,27,9,18,45.599998,46.799999,43.400002
16,25,Idaho,Camas County,2018,1121,571,550,53,30,23,888,466,422,859,452,407,252,135,117,26,7,19,45.400002,46.900002,43.299999
16,25,Idaho,Camas County,2019,1106,565,541,42,26,16,884,459,425,862,451,411,270,146,124,29,9,20,47.200001,47.400002,46.799999
16,27,Idaho,Canyon County,2010c,188923,93506,95417,17143,8768,8375,135485,66191,69294,129431,63111,66320,20396,9125,11271,2752,953,1799,31.6,30.9,32.299999
16,27,Idaho,Canyon County,2010b,188922,93507,95415,17147,8772,8375,135485,66191,69294,129432,63111,66321,20396,9125,11271,2752,953,1799,31.6,30.9,32.299999
16,27,Idaho,Canyon County,2010,189347,93695,95652,17037,8696,8341,135957,66435,69522,129883,63331,66552,20607,9230,11377,2782,968,1814,31.799999,31,32.400002
16,27,Idaho,Canyon County,2011,191354,94604,96750,16713,8482,8231,138096,67398,70698,131979,64287,67692,21471,9663,11808,2829,988,1841,32.099998,31.4,32.799999
16,27,Idaho,Canyon County,2012,193734,95691,98043,16290,8287,8003,140678,68660,72018,134394,65449,68945,22737,10332,12405,2821,990,1831,32.599998,31.9,33.299999
16,27,Idaho,Canyon County,2013,198590,98295,100295,16183,8283,7900,144730,70750,73980,138214,67385,70829,23873,10900,12973,2805,977,1828,32.700001,31.9,33.400002
16,27,Idaho,Canyon County,2014,202440,100095,102345,16101,8250,7851,148238,72427,75811,141724,69043,72681,25093,11518,13575,2823,985,1838,33,32.200001,33.700001
16,27,Idaho,Canyon County,2015,206842,102290,104552,16243,8188,8055,152003,74429,77574,145328,71000,74328,26364,12113,14251,2857,1003,1854,33.200001,32.400002,33.900002
16,27,Idaho,Canyon County,2016,211381,104666,106715,16286,8270,8016,156110,76528,79582,149213,73047,76166,27626,12684,14942,2871,1029,1842,33.400002,32.599998,34.200001
16,27,Idaho,Canyon County,2017,216858,107423,109435,16470,8366,8104,161229,79117,82112,154117,75524,78593,29100,13408,15692,2915,1072,1843,33.700001,32.900002,34.5
16,27,Idaho,Canyon County,2018,223236,110665,112571,16625,8429,8196,166931,81993,84938,159823,78372,81451,30632,14160,16472,2996,1117,1879,34,33.200001,34.700001
16,27,Idaho,Canyon County,2019,229849,114075,115774,16761,8583,8178,172783,84971,87812,165731,81359,84372,32213,14961,17252,3062,1174,1888,34.200001,33.400002,35
16,29,Idaho,Caribou County,2010c,6963,3509,3454,547,255,292,5179,2617,2562,4947,2479,2468,1103,498,605,139,41,98,37.700001,36.400002,38.900002
16,29,Idaho,Caribou County,2010b,6963,3509,3454,547,255,292,5179,2617,2562,4947,2479,2468,1103,498,605,139,41,98,37.700001,36.400002,38.900002
16,29,Idaho,Caribou County,2010,6974,3514,3460,551,260,291,5186,2620,2566,4953,2482,2471,1106,498,608,136,39,97,37.599998,36.299999,38.900002
16,29,Idaho,Caribou County,2011,6844,3443,3401,541,271,270,5101,2573,2528,4875,2454,2421,1119,503,616,131,40,91,37.900002,36.700001,39.299999
16,29,Idaho,Caribou County,2012,6771,3423,3348,516,273,243,5079,2552,2527,4870,2449,2421,1135,510,625,130,46,84,37.900002,36.400002,40
16,29,Idaho,Caribou County,2013,6787,3435,3352,523,283,240,5029,2540,2489,4832,2440,2392,1123,509,614,124,45,79,36.799999,36.099998,37.900002
16,29,Idaho,Caribou County,2014,6794,3443,3351,530,286,244,5033,2535,2498,4833,2432,2401,1145,528,617,128,45,83,37.200001,36.5,38.299999
16,29,Idaho,Caribou County,2015,6733,3416,3317,491,259,232,5005,2535,2470,4802,2431,2371,1171,541,630,135,56,79,37.599998,37.099998,38.299999
16,29,Idaho,Caribou County,2016,6867,3489,3378,492,263,229,5120,2596,2524,4902,2475,2427,1207,561,646,143,57,86,37.599998,37.099998,38.200001
16,29,Idaho,Caribou County,2017,6973,3557,3416,517,274,243,5189,2633,2556,4965,2515,2450,1201,563,638,134,49,85,37.299999,36.5,38.099998
16,29,Idaho,Caribou County,2018,7037,3601,3436,497,266,231,5245,2660,2585,5007,2537,2470,1229,574,655,141,51,90,37.299999,36.299999,38.200001
16,29,Idaho,Caribou County,2019,7155,3651,3504,516,273,243,5337,2708,2629,5079,2576,2503,1241,574,667,149,61,88,37.200001,36.299999,38
16,31,Idaho,Cassia County,2010c,22952,11612,11340,2144,1101,1043,16229,8148,8081,15365,7722,7643,2954,1325,1629,433,154,279,32,31,33.099998
16,31,Idaho,Cassia County,2010b,22964,11616,11348,2146,1102,1044,16234,8150,8084,15370,7724,7646,2955,1325,1630,434,155,279,32,31,33.099998
16,31,Idaho,Cassia County,2010,23080,11656,11424,2161,1102,1059,16297,8176,8121,15450,7759,7691,2940,1321,1619,427,151,276,31.9,31,32.900002
16,31,Idaho,Cassia County,2011,23106,11691,11415,2078,1061,1017,16304,8194,8110,15542,7819,7723,2955,1330,1625,414,155,259,32.099998,31.299999,33.099998
16,31,Idaho,Cassia County,2012,23263,11822,11441,2075,1046,1029,16451,8306,8145,15681,7895,7786,3028,1375,1653,412,151,261,32.099998,31.200001,32.900002
16,31,Idaho,Cassia County,2013,23344,11851,11493,2038,1020,1018,16480,8312,8168,15701,7897,7804,3032,1386,1646,378,136,242,31.9,31,32.799999
16,31,Idaho,Cassia County,2014,23503,11977,11526,2058,1050,1008,16643,8430,8213,15847,8032,7815,3114,1443,1671,385,142,243,32.099998,31.4,32.900002
16,31,Idaho,Cassia County,2015,23499,12022,11477,2037,1054,983,16662,8484,8178,15847,8056,7791,3164,1468,1696,373,134,239,32.200001,31.299999,33.099998
16,31,Idaho,Cassia County,2016,23479,11985,11494,1955,998,957,16718,8485,8233,15873,8034,7839,3225,1490,1735,414,149,265,32.400002,31.299999,33.400002
16,31,Idaho,Cassia County,2017,23650,12087,11563,1871,964,907,16968,8614,8354,16094,8163,7931,3295,1548,1747,421,151,270,32.700001,31.5,33.700001
16,31,Idaho,Cassia County,2018,23791,12113,11678,1881,968,913,17116,8672,8444,16237,8218,8019,3372,1592,1780,411,145,266,32.599998,31.4,33.700001
16,31,Idaho,Cassia County,2019,24030,12219,11811,1933,987,946,17323,8772,8551,16443,8314,8129,3473,1637,1836,407,142,265,32.599998,31.4,33.900002
16,33,Idaho,Clark County,2010c,982,543,439,82,48,34,710,389,321,674,368,306,129,65,64,11,5,6,32.700001,29.9,35.299999
16,33,Idaho,Clark County,2010b,982,543,439,82,48,34,710,389,321,674,368,306,129,65,64,11,5,6,32.700001,29.9,35.299999
16,33,Idaho,Clark County,2010,980,541,439,81,48,33,708,387,321,673,367,306,129,64,65,11,5,6,32.799999,29.799999,35.400002
16,33,Idaho,Clark County,2011,954,527,427,72,41,31,696,379,317,663,362,301,136,69,67,10,5,5,33.5,30.4,36.299999
16,33,Idaho,Clark County,2012,884,470,414,61,32,29,659,351,308,628,336,292,134,68,66,11,6,5,36.799999,32.900002,37.799999
16,33,Idaho,Clark County,2013,879,461,418,52,27,25,664,353,311,634,341,293,132,66,66,11,8,3,36.900002,35.5,38
16,33,Idaho,Clark County,2014,889,471,418,58,35,23,659,352,307,631,340,291,131,67,64,9,6,3,35.200001,34.400002,36.099998
16,33,Idaho,Clark County,2015,886,473,413,55,33,22,672,362,310,642,348,294,136,72,64,11,6,5,35.099998,34.900002,35.299999
16,33,Idaho,Clark County,2016,870,462,408,48,27,21,679,358,321,642,342,300,138,72,66,15,7,8,36.5,36.200001,36.799999
16,33,Idaho,Clark County,2017,879,453,426,52,30,22,687,356,331,651,339,312,137,71,66,16,9,7,36.900002,37.599998,36.200001
16,33,Idaho,Clark County,2018,851,435,416,49,28,21,682,352,330,656,338,318,149,77,72,18,10,8,38.400002,40.400002,37.5
16,33,Idaho,Clark County,2019,845,432,413,47,23,24,683,348,335,659,343,316,164,84,80,20,11,9,39.799999,42,38.400002
16,35,Idaho,Clearwater County,2010c,8761,4739,4022,373,193,180,7413,4015,3398,7205,3910,3295,1960,1003,957,212,92,120,49,47.900002,50.200001
16,35,Idaho,Clearwater County,2010b,8761,4739,4022,373,193,180,7413,4015,3398,7205,3910,3295,1960,1003,957,212,92,120,49,47.900002,50.200001
16,35,Idaho,Clearwater County,2010,8727,4726,4001,369,189,180,7389,4003,3386,7185,3902,3283,1953,1000,953,212,93,119,49,47.900002,50.299999
16,35,Idaho,Clearwater County,2011,8609,4660,3949,336,175,161,7338,3965,3373,7138,3868,3270,1955,991,964,225,90,135,49.5,48,51
16,35,Idaho,Clearwater County,2012,8579,4637,3942,332,154,178,7334,3979,3355,7143,3877,3266,2066,1050,1016,243,97,146,50.099998,48.599998,51.700001
16,35,Idaho,Clearwater County,2013,8568,4675,3893,313,142,171,7369,4044,3325,7179,3930,3249,2115,1084,1031,243,100,143,50.299999,48.400002,52.200001
16,35,Idaho,Clearwater County,2014,8561,4710,3851,315,166,149,7347,4056,3291,7119,3920,3199,2181,1134,1047,237,92,145,50.400002,48.200001,52.700001
16,35,Idaho,Clearwater County,2015,8554,4709,3845,316,178,138,7355,4062,3293,7146,3945,3201,2230,1160,1070,230,81,149,50.400002,48.099998,52.900002
16,35,Idaho,Clearwater County,2016,8651,4793,3858,318,183,135,7418,4102,3316,7206,3978,3228,2296,1197,1099,245,92,153,50.200001,47.799999,53.299999
16,35,Idaho,Clearwater County,2017,8646,4771,3875,315,187,128,7445,4099,3346,7235,3972,3263,2332,1207,1125,252,92,160,50.400002,48.099998,53.700001
16,35,Idaho,Clearwater County,2018,8758,4824,3934,323,196,127,7566,4152,3414,7340,4014,3326,2391,1249,1142,264,99,165,50.700001,48.5,53.900002
16,35,Idaho,Clearwater County,2019,8756,4836,3920,318,183,135,7589,4189,3400,7374,4055,3319,2451,1277,1174,271,105,166,51.299999,49,54.200001
16,37,Idaho,Custer County,2010c,4368,2318,2050,219,117,102,3623,1922,1701,3510,1862,1648,818,421,397,81,37,44,48,47.700001,48.200001
16,37,Idaho,Custer County,2010b,4366,2317,2049,219,117,102,3621,1921,1700,3508,1861,1647,817,420,397,81,37,44,47.900002,47.700001,48.200001
16,37,Idaho,Custer County,2010,4357,2312,2045,212,112,100,3624,1921,1703,3510,1862,1648,819,421,398,80,36,44,48.099998,47.799999,48.299999
16,37,Idaho,Custer County,2011,4325,2288,2037,218,107,111,3606,1915,1691,3502,1862,1640,829,433,396,80,37,43,48.799999,48.700001,48.799999
16,37,Idaho,Custer County,2012,4327,2283,2044,201,115,86,3600,1888,1712,3508,1843,1665,876,463,413,87,43,44,49.099998,48.700001,49.400002
16,37,Idaho,Custer County,2013,4225,2192,2033,184,98,86,3528,1835,1693,3435,1790,1645,925,488,437,89,40,49,50.099998,50.299999,49.900002
16,37,Idaho,Custer County,2014,4132,2116,2016,167,74,93,3510,1807,1703,3399,1751,1648,979,514,465,91,37,54,51.599998,52.200001,51
16,37,Idaho,Custer County,2015,4059,2080,1979,160,69,91,3457,1786,1671,3365,1741,1624,1045,554,491,93,32,61,52.5,53.299999,51.599998
16,37,Idaho,Custer County,2016,4084,2095,1989,176,74,102,3488,1803,1685,3405,1762,1643,1110,596,514,94,35,59,53.299999,53.900002,52.5
16,37,Idaho,Custer County,2017,4135,2126,2009,191,85,106,3529,1836,1693,3436,1779,1657,1184,632,552,111,48,63,52.900002,53.599998,52.200001
16,37,Idaho,Custer County,2018,4250,2189,2061,197,98,99,3611,1872,1739,3517,1814,1703,1234,643,591,115,46,69,52.700001,52.700001,52.799999
16,37,Idaho,Custer County,2019,4315,2205,2110,201,104,97,3668,1876,1792,3574,1835,1739,1298,665,633,123,43,80,53.099998,52.900002,53.299999
16,39,Idaho,Elmore County,2010c,27038,13971,13067,2508,1344,1164,20174,10393,9781,19363,9970,9393,2716,1238,1478,300,99,201,30,28.9,31.299999
16,39,Idaho,Elmore County,2010b,27040,13972,13068,2508,1344,1164,20176,10394,9782,19365,9971,9394,2716,1238,1478,300,99,201,30,28.9,31.299999
16,39,Idaho,Elmore County,2010,27121,14015,13106,2498,1336,1162,20250,10438,9812,19447,10019,9428,2746,1252,1494,301,101,200,30,29,31.299999
16,39,Idaho,Elmore County,2011,26221,13571,12650,2314,1243,1071,19742,10187,9555,18984,9787,9197,2789,1279,1510,292,100,192,30.4,29.200001,32
16,39,Idaho,Elmore County,2012,26287,13681,12606,2304,1224,1080,19927,10357,9570,19197,10000,9197,2891,1342,1549,289,106,183,30.4,29.299999,31.9
16,39,Idaho,Elmore County,2013,26267,13724,12543,2213,1175,1038,20047,10493,9554,19320,10134,9186,2986,1389,1597,285,102,183,30.700001,29.4,32.299999
16,39,Idaho,Elmore County,2014,26226,13692,12534,2199,1149,1050,19998,10494,9504,19283,10115,9168,3079,1441,1638,284,109,175,30.9,29.6,32.5
16,39,Idaho,Elmore County,2015,25826,13506,12320,2083,1049,1034,19834,10426,9408,19165,10102,9063,3184,1511,1673,284,115,169,31.6,30.299999,33.099998
16,39,Idaho,Elmore County,2016,26137,13666,12471,2126,1045,1081,20136,10590,9546,19505,10294,9211,3321,1588,1733,288,110,178,31.9,30.6,33.400002
16,39,Idaho,Elmore County,2017,26881,14041,12840,2184,1092,1092,20657,10850,9807,20005,10533,9472,3472,1661,1811,326,130,196,31.9,30.5,33.400002
16,39,Idaho,Elmore County,2018,27362,14352,13010,2259,1134,1125,21096,11123,9973,20446,10793,9653,3649,1746,1903,352,143,209,31.799999,30.5,33.400002
16,39,Idaho,Elmore County,2019,27511,14415,13096,2241,1125,1116,21212,11188,10024,20550,10837,9713,3880,1857,2023,371,143,228,32.400002,31.4,33.900002
16,41,Idaho,Franklin County,2010c,12786,6486,6300,1219,641,578,8761,4376,4385,8288,4146,4142,1643,764,879,248,99,149,31.5,30.6,32.299999
16,41,Idaho,Franklin County,2010b,12786,6486,6300,1219,641,578,8761,4376,4385,8288,4146,4142,1643,764,879,248,99,149,31.5,30.6,32.299999
16,41,Idaho,Franklin County,2010,12781,6485,6296,1213,635,578,8754,4371,4383,8285,4141,4144,1634,758,876,249,100,149,31.5,30.6,32.299999
16,41,Idaho,Franklin County,2011,12810,6463,6347,1174,590,584,8772,4384,4388,8318,4161,4157,1645,776,869,256,103,153,31.700001,31.1,32.200001
16,41,Idaho,Franklin County,2012,12798,6477,6321,1116,557,559,8819,4402,4417,8343,4171,4172,1687,796,891,269,109,160,32.200001,31.299999,32.900002
16,41,Idaho,Franklin County,2013,12802,6471,6331,1075,516,559,8898,4438,4460,8386,4185,4201,1703,806,897,269,106,163,32.700001,31.799999,33.5
16,41,Idaho,Franklin County,2014,12910,6543,6367,1020,489,531,9041,4518,4523,8513,4245,4268,1743,826,917,256,93,163,33.099998,32.099998,34
16,41,Idaho,Franklin County,2015,12955,6602,6353,1015,513,502,9134,4607,4527,8606,4332,4274,1758,842,916,240,96,144,33.200001,32,34.099998
16,41,Idaho,Franklin County,2016,13320,6803,6517,1034,546,488,9437,4758,4679,8900,4477,4423,1812,882,930,254,95,159,33.099998,31.700001,34.299999
16,41,Idaho,Franklin County,2017,13467,6885,6582,1019,540,479,9646,4886,4760,9076,4575,4501,1874,929,945,243,94,149,33.5,32.400002,34.700001
16,41,Idaho,Franklin County,2018,13704,7009,6695,1011,529,482,9904,5019,4885,9341,4716,4625,1938,955,983,244,98,146,33.700001,32.700001,34.799999
16,41,Idaho,Franklin County,2019,13876,7121,6755,1023,538,485,10064,5117,4947,9507,4836,4671,2029,1008,1021,245,108,137,34,33,35.200001
16,43,Idaho,Fremont County,2010c,13242,6963,6279,1166,614,552,9591,5061,4530,9088,4771,4317,1844,933,911,167,68,99,33.5,33.200001,33.799999
16,43,Idaho,Fremont County,2010b,13237,6960,6277,1166,614,552,9586,5058,4528,9083,4768,4315,1842,932,910,167,68,99,33.5,33.200001,33.799999
16,43,Idaho,Fremont County,2010,13225,6951,6274,1158,608,550,9593,5057,4536,9094,4769,4325,1835,928,907,165,67,98,33.5,33.299999,33.900002
16,43,Idaho,Fremont County,2011,13109,6853,6256,1067,547,520,9585,5021,4564,9101,4738,4363,1856,929,927,161,62,99,34.299999,34.099998,34.599998
16,43,Idaho,Fremont County,2012,12966,6780,6186,1017,493,524,9591,5041,4550,9084,4749,4335,1896,960,936,160,67,93,35.200001,35,35.5
16,43,Idaho,Fremont County,2013,12872,6735,6137,925,473,452,9618,5033,4585,9141,4767,4374,1951,970,981,180,78,102,36,35.700001,36.299999
16,43,Idaho,Fremont County,2014,12803,6684,6119,856,431,425,9643,5048,4595,9167,4780,4387,2019,1002,1017,200,91,109,36.599998,36.299999,37.099998
16,43,Idaho,Fremont County,2015,12812,6655,6157,843,426,417,9732,5084,4648,9260,4821,4439,2052,1015,1037,209,98,111,37.200001,37,37.400002
16,43,Idaho,Fremont County,2016,12914,6717,6197,849,424,425,9911,5193,4718,9448,4928,4520,2115,1051,1064,206,98,108,37.799999,37.700001,37.900002
16,43,Idaho,Fremont County,2017,13122,6834,6288,870,430,440,10126,5338,4788,9653,5050,4603,2175,1087,1088,221,107,114,37.700001,37.799999,37.599998
16,43,Idaho,Fremont County,2018,13155,6877,6278,871,440,431,10245,5405,4840,9764,5128,4636,2211,1107,1104,224,107,117,38,37.900002,38.099998
16,43,Idaho,Fremont County,2019,13099,6858,6241,831,426,405,10311,5428,4883,9869,5188,4681,2286,1149,1137,226,107,119,38.700001,38.5,39
16,45,Idaho,Gem County,2010c,16719,8283,8436,1102,597,505,13117,6421,6696,12621,6149,6472,3107,1468,1639,429,170,259,42.900002,41.799999,44.099998
16,45,Idaho,Gem County,2010b,16719,8283,8436,1102,597,505,13117,6421,6696,12621,6149,6472,3107,1468,1639,429,170,259,42.900002,41.799999,44.099998
16,45,Idaho,Gem County,2010,16687,8263,8424,1076,581,495,13106,6415,6691,12620,6147,6473,3129,1477,1652,433,173,260,43.099998,42,44.200001
16,45,Idaho,Gem County,2011,16692,8267,8425,1007,530,477,13165,6447,6718,12681,6190,6491,3164,1508,1656,421,167,254,43.5,42.400002,44.400002
16,45,Idaho,Gem County,2012,16630,8213,8417,1003,505,498,13138,6429,6709,12678,6193,6485,3310,1582,1728,422,177,245,44.200001,43.299999,45
16,45,Idaho,Gem County,2013,16569,8228,8341,951,489,462,13125,6451,6674,12661,6216,6445,3417,1636,1781,429,181,248,44.299999,43.299999,45.400002
16,45,Idaho,Gem County,2014,16646,8297,8349,945,495,450,13187,6504,6683,12718,6274,6444,3476,1686,1790,415,182,233,44.400002,43.299999,45.299999
16,45,Idaho,Gem County,2015,16685,8313,8372,958,478,480,13290,6565,6725,12817,6329,6488,3562,1736,1826,425,193,232,44.599998,43.700001,45.5
16,45,Idaho,Gem County,2016,16959,8458,8501,1011,502,509,13482,6634,6848,12992,6380,6612,3617,1760,1857,414,181,233,44,42.900002,45.099998
16,45,Idaho,Gem County,2017,17311,8647,8664,1042,521,521,13760,6796,6964,13273,6551,6722,3688,1812,1876,388,170,218,43.900002,43.099998,44.900002
16,45,Idaho,Gem County,2018,17587,8814,8773,1052,562,490,14032,6946,7086,13562,6698,6864,3837,1897,1940,389,164,225,44.099998,43.200001,44.799999
16,45,Idaho,Gem County,2019,18112,9106,9006,1048,544,504,14490,7197,7293,13979,6921,7058,3986,1973,2013,382,165,217,43.900002,42.599998,44.900002
16,47,Idaho,Gooding County,2010c,15464,7999,7465,1288,667,621,11398,5875,5523,10901,5607,5294,2328,1103,1225,281,104,177,34.299999,33.299999,35.799999
16,47,Idaho,Gooding County,2010b,15472,8003,7469,1288,667,621,11406,5879,5527,10908,5611,5297,2328,1103,1225,281,104,177,34.400002,33.299999,35.799999
16,47,Idaho,Gooding County,2010,15471,7983,7488,1278,652,626,11411,5876,5535,10919,5611,5308,2321,1095,1226,284,105,179,34.400002,33.5,35.799999
16,47,Idaho,Gooding County,2011,15355,7904,7451,1211,612,599,11338,5829,5509,10862,5576,5286,2307,1090,1217,290,117,173,34.900002,34,35.900002
16,47,Idaho,Gooding County,2012,15250,7834,7416,1136,580,556,11311,5814,5497,10806,5536,5270,2365,1113,1252,306,126,180,35.299999,34.599998,36.099998
16,47,Idaho,Gooding County,2013,15169,7771,7398,1105,556,549,11284,5799,5485,10771,5522,5249,2420,1151,1269,290,129,161,35.599998,35.099998,36.200001
16,47,Idaho,Gooding County,2014,15086,7710,7376,1104,557,547,11284,5794,5490,10798,5536,5262,2475,1182,1293,307,134,173,36.099998,35.700001,36.700001
16,47,Idaho,Gooding County,2015,15188,7751,7437,1034,530,504,11424,5860,5564,10929,5600,5329,2521,1216,1305,329,145,184,36.400002,36.099998,36.700001
16,47,Idaho,Gooding County,2016,15135,7744,7391,1021,530,491,11433,5879,5554,10969,5654,5315,2534,1226,1308,335,154,181,36.799999,36.599998,37.099998
16,47,Idaho,Gooding County,2017,15121,7726,7395,1064,538,526,11411,5831,5580,10928,5591,5337,2581,1251,1330,348,161,187,37.099998,36.599998,37.5
16,47,Idaho,Gooding County,2018,15116,7679,7437,1066,541,525,11415,5812,5603,10965,5586,5379,2642,1292,1350,352,158,194,37.400002,37,37.700001
16,47,Idaho,Gooding County,2019,15179,7728,7451,1047,539,508,11512,5888,5624,11100,5674,5426,2712,1329,1383,354,155,199,37.799999,37.599998,38.099998
16,49,Idaho,Idaho County,2010c,16267,8492,7775,867,455,412,13317,6940,6377,12862,6718,6144,3444,1767,1677,352,152,200,48,47.200001,48.700001
16,49,Idaho,Idaho County,2010b,16267,8492,7775,867,455,412,13317,6940,6377,12862,6718,6144,3444,1767,1677,352,152,200,48,47.200001,48.700001
16,49,Idaho,Idaho County,2010,16310,8507,7803,861,443,418,13355,6960,6395,12904,6739,6165,3474,1786,1688,359,156,203,48.099998,47.299999,48.700001
16,49,Idaho,Idaho County,2011,16462,8587,7875,890,438,452,13486,7037,6449,13058,6814,6244,3552,1823,1729,373,159,214,48.299999,47.5,49.099998
16,49,Idaho,Idaho County,2012,16444,8577,7867,875,436,439,13507,7049,6458,13078,6819,6259,3741,1928,1813,408,179,229,48.799999,47.799999,49.700001
16,49,Idaho,Idaho County,2013,16249,8471,7778,841,430,411,13419,6989,6430,12991,6760,6231,3848,1988,1860,409,176,233,49.400002,48.200001,50.400002
16,49,Idaho,Idaho County,2014,16275,8535,7740,842,434,408,13441,7051,6390,13028,6831,6197,3963,2063,1900,420,188,232,49.599998,48.400002,50.799999
16,49,Idaho,Idaho County,2015,16301,8533,7768,832,441,391,13432,7041,6391,13008,6807,6201,4053,2110,1943,439,194,245,49.700001,48.299999,50.799999
16,49,Idaho,Idaho County,2016,16236,8516,7720,793,416,377,13466,7073,6393,13051,6845,6206,4219,2199,2020,462,198,264,50.200001,48.700001,51.299999
16,49,Idaho,Idaho County,2017,16373,8598,7775,805,429,376,13563,7124,6439,13173,6923,6250,4422,2306,2116,493,214,279,50.099998,48.5,51.700001
16,49,Idaho,Idaho County,2018,16476,8632,7844,769,404,365,13646,7172,6474,13239,6949,6290,4583,2395,2188,503,231,272,50.299999,48.799999,51.799999
16,49,Idaho,Idaho County,2019,16667,8726,7941,791,407,384,13836,7263,6573,13446,7051,6395,4773,2489,2284,515,243,272,50.400002,48.700001,52.099998
