state,county,stname,ctyname,year,popestimate,popest_male,popest_fem,under5_tot,under5_male,under5_fem,age16plus_tot,age16plus_male,age16plus_fem,age18plus_tot,age18plus_male,age18plus_fem,age65plus_tot,age65plus_male,age65plus_fem,age85plus_tot,age85plus_male,age85plus_fem,median_age_tot,median_age_male,median_age_fem
16,51,Idaho,Jefferson County,2010c,26140,13114,13026,2818,1419,1399,17773,8908,8865,16853,8437,8416,2504,1195,1309,251,100,151,30,30,30
16,51,Idaho,Jefferson County,2010b,26144,13117,13027,2818,1419,1399,17774,8909,8865,16854,8438,8416,2504,1195,1309,251,100,151,30,30,29.9
16,51,Idaho,Jefferson County,2010,26223,13162,13061,2802,1415,1387,17844,8943,8901,16923,8474,8449,2520,1206,1314,254,103,151,30,30,30.1
16,51,Idaho,Jefferson County,2011,26313,13219,13094,2670,1357,1313,18000,9010,8990,17085,8549,8536,2595,1248,1347,245,98,147,30.5,30.5,30.6
16,51,Idaho,Jefferson County,2012,26641,13377,13264,2639,1333,1306,18181,9107,9074,17286,8656,8630,2718,1309,1409,255,105,150,30.6,30.5,30.6
16,51,Idaho,Jefferson County,2013,26804,13459,13345,2507,1244,1263,18430,9264,9166,17503,8797,8706,2812,1363,1449,269,119,150,31,30.9,31.1
16,51,Idaho,Jefferson County,2014,26944,13563,13381,2479,1267,1212,18572,9343,9229,17583,8837,8746,2956,1425,1531,270,111,159,31.200001,31.1,31.4
16,51,Idaho,Jefferson County,2015,27127,13723,13404,2450,1260,1190,18735,9498,9237,17732,8979,8753,3045,1483,1562,268,111,157,31.4,31.200001,31.6
16,51,Idaho,Jefferson County,2016,27830,14125,13705,2489,1290,1199,19270,9776,9494,18225,9242,8983,3136,1512,1624,297,120,177,31.5,31.299999,31.799999
16,51,Idaho,Jefferson County,2017,28439,14442,13997,2430,1280,1150,19823,10060,9763,18735,9523,9212,3258,1577,1681,301,120,181,31.799999,31.6,31.9
16,51,Idaho,Jefferson County,2018,29405,14951,14454,2532,1318,1214,20489,10437,10052,19399,9882,9517,3355,1636,1719,317,125,192,31.5,31.4,31.5
16,51,Idaho,Jefferson County,2019,29871,15276,14595,2488,1306,1182,20900,10663,10237,19816,10096,9720,3455,1690,1765,327,131,196,31.9,31.700001,32.099998
16,53,Idaho,Jerome County,2010c,22374,11429,10945,2131,1076,1055,16180,8254,7926,15426,7851,7575,2507,1176,1331,279,112,167,31.700001,31.1,32.099998
16,53,Idaho,Jerome County,2010b,22355,11420,10935,2128,1074,1054,16165,8247,7918,15412,7844,7568,2507,1176,1331,279,112,167,31.700001,31.1,32.099998
16,53,Idaho,Jerome County,2010,22442,11448,10994,2140,1080,1060,16224,8265,7959,15475,7870,7605,2525,1184,1341,281,111,170,31.700001,31.299999,32.200001
16,53,Idaho,Jerome County,2011,22520,11481,11039,2149,1096,1053,16251,8273,7978,15511,7905,7606,2547,1197,1350,276,114,162,31.9,31.4,32.400002
16,53,Idaho,Jerome County,2012,22578,11440,11138,2125,1052,1073,16288,8247,8041,15590,7908,7682,2641,1235,1406,284,110,174,32,31.6,32.400002
16,53,Idaho,Jerome County,2013,22768,11560,11208,2094,1056,1038,16398,8332,8066,15723,7979,7744,2704,1268,1436,279,107,172,32,31.6,32.599998
16,53,Idaho,Jerome County,2014,22926,11601,11325,2060,1014,1046,16485,8371,8114,15841,8042,7799,2780,1304,1476,278,105,173,32.099998,31.9,32.400002
16,53,Idaho,Jerome County,2015,22971,11686,11285,1993,1039,954,16493,8422,8071,15822,8078,7744,2837,1337,1500,277,102,175,32.5,32.299999,32.799999
16,53,Idaho,Jerome County,2016,23433,11959,11474,2035,1026,1009,16882,8670,8212,16156,8301,7855,2893,1378,1515,276,107,169,32.599998,32.5,32.700001
16,53,Idaho,Jerome County,2017,23768,12125,11643,2055,1034,1021,17157,8811,8346,16440,8458,7982,2977,1407,1570,296,106,190,32.799999,32.799999,32.799999
16,53,Idaho,Jerome County,2018,24066,12324,11742,1985,1014,971,17421,8972,8449,16709,8635,8074,3084,1458,1626,303,117,186,33.200001,33.200001,33.299999
16,53,Idaho,Jerome County,2019,24412,12518,11894,1991,1039,952,17746,9125,8621,16966,8736,8230,3232,1529,1703,308,117,191,33.5,33.400002,33.599998
16,55,Idaho,Kootenai County,2010c,138494,68257,70237,8963,4605,4358,108277,52782,55495,104250,50688,53562,20078,9291,10787,2423,808,1615,38.900002,37.700001,40
16,55,Idaho,Kootenai County,2010b,138466,68247,70219,8959,4604,4355,108258,52774,55484,104231,50680,53551,20070,9288,10782,2423,808,1615,38.900002,37.700001,40
16,55,Idaho,Kootenai County,2010,138848,68429,70419,8966,4609,4357,108677,52965,55712,104642,50861,53781,20237,9379,10858,2440,808,1632,38.900002,37.700001,40.099998
16,55,Idaho,Kootenai County,2011,140932,69493,71439,9072,4676,4396,110619,53943,56676,106509,51783,54726,20900,9702,11198,2478,826,1652,39,37.700001,40.299999
16,55,Idaho,Kootenai County,2012,142084,70075,72009,8890,4596,4294,111803,54525,57278,107795,52408,55387,22149,10332,11817,2526,869,1657,39.299999,38,40.599998
16,55,Idaho,Kootenai County,2013,143897,70998,72899,8795,4468,4327,113618,55495,58123,109638,53422,56216,23409,10943,12466,2646,934,1712,39.700001,38.400002,40.900002
16,55,Idaho,Kootenai County,2014,146529,72309,74220,8912,4512,4400,115948,56644,59304,111886,54542,57344,24654,11502,13152,2714,978,1736,39.799999,38.5,41.099998
16,55,Idaho,Kootenai County,2015,149367,73708,75659,9044,4613,4431,118529,57896,60633,114409,55786,58623,25963,12114,13849,2777,1020,1757,40,38.599998,41.200001
16,55,Idaho,Kootenai County,2016,153019,75453,77566,9217,4686,4531,121716,59410,62306,117471,57248,60223,27463,12788,14675,2819,1045,1774,40.099998,38.799999,41.299999
16,55,Idaho,Kootenai County,2017,157320,77650,79670,9596,4843,4753,125379,61274,64105,121079,59098,61981,28954,13509,15445,2943,1125,1818,40.200001,39,41.400002
16,55,Idaho,Kootenai County,2018,161209,79658,81551,9652,4980,4672,128670,62882,65788,124471,60707,63764,30536,14234,16302,3078,1183,1895,40.5,39.200001,41.700001
16,55,Idaho,Kootenai County,2019,165697,81998,83699,9796,5066,4730,132501,64870,67631,128218,62652,65566,32193,14972,17221,3157,1228,1929,40.700001,39.400002,41.900002
16,57,Idaho,Latah County,2010c,37244,19163,18081,2128,1058,1070,31043,15999,15044,30275,15598,14677,3858,1806,2052,524,179,345,28.299999,27.4,29.299999
16,57,Idaho,Latah County,2010b,37243,19163,18080,2128,1058,1070,31043,15999,15044,30275,15598,14677,3858,1806,2052,524,179,345,28.299999,27.4,29.299999
16,57,Idaho,Latah County,2010,37255,19186,18069,2118,1058,1060,31050,16021,15029,30271,15611,14660,3855,1809,2046,517,178,339,28.200001,27.4,29.299999
16,57,Idaho,Latah County,2011,37855,19466,18389,2198,1119,1079,31510,16243,15267,30726,15829,14897,3937,1867,2070,526,191,335,28.200001,27.299999,29.200001
16,57,Idaho,Latah County,2012,38094,19628,18466,2228,1145,1083,31793,16423,15370,31009,16011,14998,4135,1966,2169,532,191,341,28.200001,27.200001,29.4
16,57,Idaho,Latah County,2013,38220,19659,18561,2159,1105,1054,31914,16442,15472,31136,16045,15091,4276,2018,2258,528,179,349,28.4,27.299999,29.6
16,57,Idaho,Latah County,2014,38517,19801,18716,2127,1067,1060,32164,16558,15606,31392,16183,15209,4464,2119,2345,526,176,350,28.5,27.299999,29.9
16,57,Idaho,Latah County,2015,38796,19868,18928,2137,1049,1088,32403,16617,15786,31529,16203,15326,4662,2246,2416,564,192,372,28.6,27.5,29.9
16,57,Idaho,Latah County,2016,39050,20011,19039,2151,1048,1103,32555,16726,15829,31707,16316,15391,4927,2384,2543,574,202,372,29,27.9,30.299999
16,57,Idaho,Latah County,2017,39741,20300,19441,2186,1052,1134,33149,16985,16164,32337,16576,15761,5149,2484,2665,606,220,386,29,28,30.1
16,57,Idaho,Latah County,2018,39829,20268,19561,2152,1049,1103,33223,16944,16279,32381,16518,15863,5414,2596,2818,613,222,391,29.700001,28.700001,30.9
16,57,Idaho,Latah County,2019,40108,20365,19743,2123,1057,1066,33533,17065,16468,32723,16663,16060,5650,2692,2958,637,227,410,30.1,29.299999,31.200001
16,59,Idaho,Lemhi County,2010c,7936,4049,3887,425,215,210,6567,3320,3247,6360,3211,3149,1758,901,857,210,76,134,49.700001,49.400002,50
16,59,Idaho,Lemhi County,2010b,7936,4049,3887,425,215,210,6567,3320,3247,6360,3211,3149,1758,901,857,210,76,134,49.700001,49.400002,50
16,59,Idaho,Lemhi County,2010,7953,4058,3895,431,220,211,6573,3324,3249,6366,3214,3152,1759,902,857,209,75,134,49.700001,49.400002,50
16,59,Idaho,Lemhi County,2011,7986,4081,3905,407,212,195,6628,3367,3261,6417,3255,3162,1807,933,874,217,78,139,50.099998,49.799999,50.400002
16,59,Idaho,Lemhi County,2012,7768,3963,3805,381,203,178,6488,3287,3201,6312,3193,3119,1894,981,913,220,79,141,51.200001,51.099998,51.299999
16,59,Idaho,Lemhi County,2013,7716,3923,3793,346,186,160,6492,3292,3200,6315,3198,3117,2021,1048,973,236,89,147,52,52,52.099998
16,59,Idaho,Lemhi County,2014,7724,3950,3774,361,202,159,6478,3295,3183,6298,3195,3103,2108,1105,1003,244,99,145,52.299999,52.099998,52.5
16,59,Idaho,Lemhi County,2015,7737,3921,3816,353,185,168,6491,3280,3211,6325,3184,3141,2194,1144,1050,253,102,151,52.700001,52.700001,52.700001
16,59,Idaho,Lemhi County,2016,7709,3916,3793,351,174,177,6452,3261,3191,6284,3173,3111,2253,1180,1073,254,109,145,53,52.900002,53.099998
16,59,Idaho,Lemhi County,2017,7829,3961,3868,357,180,177,6557,3296,3261,6366,3218,3148,2305,1200,1105,265,113,152,52.900002,52.799999,52.900002
16,59,Idaho,Lemhi County,2018,7932,4019,3913,388,204,184,6632,3324,3308,6445,3235,3210,2384,1226,1158,277,123,154,53,52.599998,53.299999
16,59,Idaho,Lemhi County,2019,8027,4056,3971,396,206,190,6712,3368,3344,6530,3264,3266,2459,1258,1201,298,137,161,52.599998,52.200001,52.799999
16,61,Idaho,Lewis County,2010c,3821,1916,1905,238,114,124,3065,1538,1527,2973,1496,1477,834,394,440,93,33,60,48,47.599998,48.299999
16,61,Idaho,Lewis County,2010b,3821,1916,1905,238,114,124,3065,1538,1527,2973,1496,1477,834,394,440,93,33,60,48,47.599998,48.299999
16,61,Idaho,Lewis County,2010,3820,1917,1903,235,117,118,3072,1545,1527,2979,1499,1480,842,401,441,96,35,61,48.099998,47.799999,48.5
16,61,Idaho,Lewis County,2011,3806,1905,1901,218,114,104,3072,1544,1528,2977,1489,1488,864,418,446,102,37,65,48.299999,48.299999,48.400002
16,61,Idaho,Lewis County,2012,3820,1919,1901,218,112,106,3055,1537,1518,2970,1486,1484,873,420,453,103,38,65,47.700001,47.599998,47.700001
16,61,Idaho,Lewis County,2013,3805,1907,1898,221,104,117,3028,1523,1505,2945,1482,1463,898,425,473,107,41,66,47.900002,47.299999,48.400002
16,61,Idaho,Lewis County,2014,3813,1897,1916,219,101,118,3022,1513,1509,2928,1462,1466,908,427,481,105,41,64,47.799999,47.5,48.099998
16,61,Idaho,Lewis County,2015,3791,1887,1904,214,105,109,3012,1501,1511,2920,1453,1467,939,456,483,101,42,59,47.799999,47.799999,47.900002
16,61,Idaho,Lewis County,2016,3846,1927,1919,228,117,111,3040,1519,1521,2937,1464,1473,953,475,478,106,45,61,47.299999,47.599998,47
16,61,Idaho,Lewis County,2017,3884,1951,1933,235,123,112,3074,1531,1543,2970,1473,1497,976,488,488,117,51,66,47.599998,47.599998,47.599998
16,61,Idaho,Lewis County,2018,3832,1948,1884,197,110,87,3076,1544,1532,2975,1492,1483,1007,514,493,118,55,63,48.599998,48.200001,48.799999
16,61,Idaho,Lewis County,2019,3838,1954,1884,176,98,78,3117,1574,1543,3007,1517,1490,1031,545,486,111,52,59,49.200001,49.599998,49
16,63,Idaho,Lincoln County,2010c,5208,2691,2517,450,228,222,3716,1932,1784,3509,1834,1675,573,275,298,70,25,45,32,32.400002,31.4
16,63,Idaho,Lincoln County,2010b,5206,2690,2516,450,228,222,3714,1931,1783,3507,1833,1674,571,274,297,70,25,45,32,32.299999,31.299999
16,63,Idaho,Lincoln County,2010,5206,2686,2520,446,227,219,3715,1928,1787,3514,1834,1680,565,269,296,72,27,45,31.9,32.400002,31.299999
16,63,Idaho,Lincoln County,2011,5132,2683,2449,446,244,202,3664,1912,1752,3485,1828,1657,564,274,290,77,37,40,32.299999,32.400002,32.099998
16,63,Idaho,Lincoln County,2012,5262,2744,2518,457,253,204,3752,1952,1800,3580,1866,1714,600,302,298,75,35,40,32.5,32.5,32.5
16,63,Idaho,Lincoln County,2013,5329,2780,2549,429,236,193,3821,1985,1836,3652,1892,1760,638,322,316,70,33,37,33.099998,33,33.200001
16,63,Idaho,Lincoln County,2014,5331,2791,2540,392,217,175,3832,1990,1842,3658,1896,1762,640,327,313,70,34,36,33.5,33.200001,33.700001
16,63,Idaho,Lincoln County,2015,5307,2746,2561,393,222,171,3847,1977,1870,3666,1890,1776,648,327,321,67,30,37,34.200001,34.299999,34.099998
16,63,Idaho,Lincoln County,2016,5303,2762,2541,351,190,161,3894,2017,1877,3681,1910,1771,689,357,332,67,30,37,34.599998,34.700001,34.5
16,63,Idaho,Lincoln County,2017,5376,2774,2602,378,200,178,3963,2032,1931,3772,1944,1828,720,373,347,74,34,40,34.900002,35.200001,34.400002
16,63,Idaho,Lincoln County,2018,5398,2800,2598,365,197,168,4040,2081,1959,3851,1996,1855,742,386,356,86,44,42,35.5,35.900002,35
16,63,Idaho,Lincoln County,2019,5366,2779,2587,341,193,148,4093,2107,1986,3898,2010,1888,759,388,371,88,46,42,36.599998,37.099998,35.900002
16,65,Idaho,Madison County,2010c,37536,18186,19350,3594,1904,1690,28707,13602,15105,27788,13148,14640,2092,948,1144,281,105,176,22.6,23.6,21.6
16,65,Idaho,Madison County,2010b,37548,18192,19356,3594,1904,1690,28719,13608,15111,27800,13154,14646,2098,951,1147,281,105,176,22.6,23.6,21.6
16,65,Idaho,Madison County,2010,37592,18246,19346,3608,1903,1705,28706,13645,15061,27804,13196,14608,2104,958,1146,284,107,177,22.6,23.6,21.6
16,65,Idaho,Madison County,2011,37908,18588,19320,3653,1931,1722,28872,13912,14960,28001,13466,14535,2152,980,1172,289,111,178,22.799999,23.700001,22.1
16,65,Idaho,Madison County,2012,37662,18606,19056,3688,1944,1744,28604,13928,14676,27674,13435,14239,2208,1002,1206,270,102,168,23,23.6,22.299999
16,65,Idaho,Madison County,2013,37527,18676,18851,3663,1866,1797,28381,13990,14391,27413,13504,13909,2270,1030,1240,270,101,169,23,23.6,22.299999
16,65,Idaho,Madison County,2014,37900,18962,18938,3784,1907,1877,28558,14173,14385,27586,13696,13890,2308,1050,1258,267,99,168,23.1,23.6,22.299999
16,65,Idaho,Madison County,2015,37989,19109,18880,3883,1978,1905,28575,14307,14268,27563,13800,13763,2408,1091,1317,277,103,174,23.200001,23.700001,22.4
16,65,Idaho,Madison County,2016,38972,19585,19387,3859,1920,1939,29488,14797,14691,28396,14244,14152,2502,1143,1359,289,110,179,23.200001,23.799999,22.4
16,65,Idaho,Madison County,2017,39370,19939,19431,3885,2015,1870,29807,15035,14772,28731,14507,14224,2607,1211,1396,295,117,178,23.200001,23.799999,22.4
16,65,Idaho,Madison County,2018,39261,19912,19349,3804,1999,1805,29821,15068,14753,28699,14494,14205,2706,1260,1446,289,116,173,23.299999,23.700001,22.5
16,65,Idaho,Madison County,2019,39907,20227,19680,3875,2035,1840,30373,15344,15029,29212,14742,14470,2829,1328,1501,297,128,169,23.299999,23.700001,22.6
16,67,Idaho,Minidoka County,2010c,20069,10154,9915,1686,877,809,14910,7479,7431,14176,7103,7073,2969,1371,1598,430,179,251,35.299999,33.900002,37.099998
16,67,Idaho,Minidoka County,2010b,20055,10149,9906,1684,876,808,14903,7476,7427,14169,7100,7069,2966,1370,1596,429,178,251,35.299999,33.900002,37.099998
16,67,Idaho,Minidoka County,2010,20083,10159,9924,1708,881,827,14927,7485,7442,14211,7114,7097,2984,1379,1605,438,182,256,35.400002,33.900002,37.099998
16,67,Idaho,Minidoka County,2011,20207,10214,9993,1686,847,839,15034,7546,7488,14364,7196,7168,3001,1399,1602,449,194,255,35.400002,34.299999,36.700001
16,67,Idaho,Minidoka County,2012,20152,10150,10002,1686,828,858,15000,7501,7499,14355,7185,7170,3046,1429,1617,455,196,259,35.5,34.5,36.599998
16,67,Idaho,Minidoka County,2013,20400,10310,10090,1690,832,858,15209,7651,7558,14579,7334,7245,3117,1464,1653,470,200,270,35.299999,34.5,36.200001
16,67,Idaho,Minidoka County,2014,20339,10290,10049,1652,829,823,15110,7601,7509,14476,7269,7207,3157,1486,1671,458,190,268,35.599998,34.799999,36.5
16,67,Idaho,Minidoka County,2015,20430,10291,10139,1581,781,800,15194,7628,7566,14566,7291,7275,3230,1521,1709,471,197,274,35.599998,34.799999,36.400002
16,67,Idaho,Minidoka County,2016,20613,10365,10248,1606,800,806,15379,7732,7647,14737,7386,7351,3284,1547,1737,473,190,283,35.299999,34.700001,35.900002
16,67,Idaho,Minidoka County,2017,20722,10356,10366,1625,797,828,15454,7706,7748,14811,7374,7437,3338,1572,1766,471,186,285,35.299999,34.700001,35.799999
16,67,Idaho,Minidoka County,2018,20719,10363,10356,1636,812,824,15411,7693,7718,14839,7405,7434,3371,1582,1789,460,183,277,35,34.599998,35.5
16,67,Idaho,Minidoka County,2019,21039,10512,10527,1614,790,824,15584,7777,7807,15022,7476,7546,3417,1601,1816,451,185,266,34.900002,34.599998,35.200001
16,69,Idaho,Nez Perce County,2010c,39265,19468,19797,2218,1172,1046,31803,15589,16214,30750,15020,15730,7063,3163,3900,1217,450,767,40.799999,39.400002,42.299999
16,69,Idaho,Nez Perce County,2010b,39270,19470,19800,2218,1172,1046,31807,15591,16216,30754,15022,15732,7065,3164,3901,1217,450,767,40.799999,39.400002,42.299999
16,69,Idaho,Nez Perce County,2010,39315,19481,19834,2209,1168,1041,31852,15612,16240,30809,15045,15764,7069,3165,3904,1228,456,772,40.900002,39.400002,42.299999
16,69,Idaho,Nez Perce County,2011,39438,19525,19913,2242,1188,1054,31883,15616,16267,30892,15077,15815,7094,3166,3928,1269,477,792,41,39.299999,42.400002
16,69,Idaho,Nez Perce County,2012,39504,19572,19932,2293,1231,1062,31982,15617,16365,31018,15111,15907,7224,3247,3977,1250,461,789,41.099998,39.400002,42.700001
16,69,Idaho,Nez Perce County,2013,39798,19716,20082,2379,1245,1134,32156,15720,16436,31159,15190,15969,7382,3323,4059,1238,460,778,40.900002,39.299999,42.599998
16,69,Idaho,Nez Perce County,2014,39841,19734,20107,2427,1228,1199,32188,15725,16463,31183,15192,15991,7481,3398,4083,1212,452,760,40.900002,39.5,42.5
16,69,Idaho,Nez Perce County,2015,39995,19796,20199,2453,1249,1204,32402,15855,16547,31387,15327,16060,7661,3487,4174,1244,459,785,40.900002,39.599998,42.400002
16,69,Idaho,Nez Perce County,2016,40136,19863,20273,2496,1271,1225,32503,15933,16570,31463,15398,16065,7731,3521,4210,1227,453,774,40.799999,39.400002,42.099998
16,69,Idaho,Nez Perce County,2017,40289,19934,20355,2436,1228,1208,32601,15994,16607,31623,15496,16127,7827,3571,4256,1163,440,723,40.5,39.099998,41.799999
16,69,Idaho,Nez Perce County,2018,40256,19867,20389,2385,1193,1192,32647,15972,16675,31700,15488,16212,7996,3652,4344,1145,443,702,40.799999,39.400002,42.099998
16,69,Idaho,Nez Perce County,2019,40408,19933,20475,2336,1162,1174,32726,16011,16715,31776,15541,16235,8168,3768,4400,1149,456,693,40.900002,39.599998,42.200001
16,71,Idaho,Oneida County,2010c,4286,2191,2095,327,171,156,3152,1593,1559,3003,1501,1502,714,340,374,116,42,74,39.099998,38.200001,40.099998
16,71,Idaho,Oneida County,2010b,4286,2191,2095,327,171,156,3152,1593,1559,3003,1501,1502,714,340,374,116,42,74,39.099998,38.200001,40.099998
16,71,Idaho,Oneida County,2010,4290,2187,2103,328,169,159,3153,1590,1563,3005,1500,1505,709,337,372,115,41,74,39,38.099998,39.900002
16,71,Idaho,Oneida County,2011,4233,2140,2093,313,151,162,3140,1583,1557,3007,1507,1500,710,340,370,120,45,75,39.599998,39.099998,40.200001
16,71,Idaho,Oneida County,2012,4225,2142,2083,311,145,166,3173,1597,1576,3027,1516,1511,732,354,378,124,47,77,39.799999,39.299999,40.299999
16,71,Idaho,Oneida County,2013,4257,2142,2115,300,148,152,3187,1594,1593,3044,1518,1526,766,366,400,118,51,67,40.099998,39.599998,40.599998
16,71,Idaho,Oneida County,2014,4178,2095,2083,282,136,146,3127,1563,1564,3005,1492,1513,788,380,408,116,48,68,40.299999,40.099998,40.599998
16,71,Idaho,Oneida County,2015,4248,2130,2118,280,136,144,3174,1585,1589,3032,1509,1523,804,390,414,119,52,67,39.299999,39.299999,39.400002
16,71,Idaho,Oneida County,2016,4296,2137,2159,266,123,143,3208,1588,1620,3061,1517,1544,827,393,434,124,50,74,39.200001,38.900002,39.400002
16,71,Idaho,Oneida County,2017,4389,2202,2187,278,120,158,3280,1638,1642,3127,1552,1575,855,402,453,121,49,72,39.700001,39,40.299999
16,71,Idaho,Oneida County,2018,4462,2239,2223,275,130,145,3344,1668,1676,3188,1584,1604,897,427,470,129,50,79,39.799999,39.099998,40.5
16,71,Idaho,Oneida County,2019,4531,2272,2259,293,141,152,3398,1700,1698,3247,1619,1628,926,444,482,131,46,85,39.900002,39.299999,40.5
16,73,Idaho,Owyhee County,2010c,11526,5895,5631,886,449,437,8536,4395,4141,8157,4208,3949,1612,778,834,165,56,109,36,35.700001,36.400002
16,73,Idaho,Owyhee County,2010b,11526,5895,5631,886,449,437,8536,4395,4141,8157,4208,3949,1612,778,834,165,56,109,36,35.700001,36.400002
16,73,Idaho,Owyhee County,2010,11473,5861,5612,874,448,426,8509,4378,4131,8127,4189,3938,1612,779,833,166,55,111,36.099998,35.799999,36.400002
16,73,Idaho,Owyhee County,2011,11376,5810,5566,818,421,397,8537,4394,4143,8153,4194,3959,1633,791,842,170,54,116,36.599998,36.200001,37
16,73,Idaho,Owyhee County,2012,11409,5856,5553,775,383,392,8631,4439,4192,8213,4228,3985,1713,839,874,160,55,105,37.099998,36.799999,37.400002
16,73,Idaho,Owyhee County,2013,11394,5830,5564,776,394,382,8622,4407,4215,8251,4226,4025,1747,861,886,169,57,112,37.299999,36.900002,37.700001
16,73,Idaho,Owyhee County,2014,11288,5801,5487,735,377,358,8610,4423,4187,8260,4233,4027,1826,915,911,177,67,110,38.200001,37.599998,38.700001
16,73,Idaho,Owyhee County,2015,11288,5787,5501,727,394,333,8637,4431,4206,8293,4245,4048,1864,946,918,183,75,108,38.599998,38.200001,39.099998
16,73,Idaho,Owyhee County,2016,11364,5781,5583,728,379,349,8717,4465,4252,8354,4267,4087,1947,989,958,194,79,115,38.900002,38.700001,39.099998
16,73,Idaho,Owyhee County,2017,11618,5908,5710,764,389,375,8923,4551,4372,8544,4363,4181,2024,1037,987,198,91,107,38.799999,38.599998,39.099998
16,73,Idaho,Owyhee County,2018,11669,5963,5706,753,368,385,9004,4614,4390,8634,4427,4207,2087,1072,1015,208,104,104,39.099998,38.799999,39.5
16,73,Idaho,Owyhee County,2019,11823,6046,5777,753,379,374,9205,4712,4493,8816,4502,4314,2134,1081,1053,215,112,103,39.299999,39,39.700001
16,75,Idaho,Payette County,2010c,22623,11191,11432,1738,882,856,16943,8277,8666,16139,7856,8283,3462,1632,1830,397,168,229,37.200001,36,38.200001
16,75,Idaho,Payette County,2010b,22622,11191,11431,1738,882,856,16942,8277,8665,16138,7856,8282,3462,1632,1830,397,168,229,37.099998,36,38.200001
16,75,Idaho,Payette County,2010,22637,11206,11431,1745,881,864,16975,8296,8679,16178,7880,8298,3494,1647,1847,402,167,235,37.299999,36,38.400002
16,75,Idaho,Payette County,2011,22547,11158,11389,1731,854,877,17000,8311,8689,16230,7914,8316,3564,1685,1879,389,157,232,37.599998,36.400002,38.799999
16,75,Idaho,Payette County,2012,22675,11260,11415,1649,819,830,17187,8429,8758,16472,8063,8409,3704,1768,1936,398,168,230,37.900002,36.599998,39.200001
